startTime,Model,OSVersion,Protocol,Role,PayloadSize,NumberOfContacts,NumberOfIDs,NumberOfContactsPeer,NumberOfIDsPeer,StartVerifying,Verified,StartCalculatingV,CalculatedV,StartIntersecting,Intersected,StartCalculatingZ,CalculatedZ,StartCalculatingPOK,CalculatedPOK,PSICompleted,StartedBrowsingBonjour,DiscoveredReceiverBonjour,SendingStartPSIRequest,ReceivedStartPSIResponse,SendingFinishPSIRequest,ReceivedFinishPSIResponse,SendingDiscoverRequest,ReceivedDiscoverResponse,StartsSendingFile,UploadFinished,precomputationDuration,DiscoverCompleted
2020-10-11T20:48:16.866Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489140.0,1000,10,,,,,,,,,,,,,,2020-10-11T20:48:22.165Z,2020-10-11T20:48:22.168Z,,,,,2020-10-11T20:48:22.168Z,2020-10-11T20:48:22.247Z,2020-10-11T20:48:22.327Z,2020-10-11T20:48:23.314Z,1.3549950122833252,2020-10-11T20:48:22.283Z
2020-10-11T20:48:24.727Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489137.0,1000,20,,,,,,,,,,,,,,2020-10-11T20:48:29.727Z,2020-10-11T20:48:29.732Z,,,,,2020-10-11T20:48:29.732Z,2020-10-11T20:48:29.826Z,2020-10-11T20:48:29.910Z,2020-10-11T20:48:30.739Z,1.3476510047912598,2020-10-11T20:48:29.864Z
2020-10-11T20:48:37.544Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489137.0,5000,1,,,,,,,,,,,,,,2020-10-11T20:48:42.915Z,2020-10-11T20:48:42.920Z,,,,,2020-10-11T20:48:42.920Z,2020-10-11T20:48:43.015Z,2020-10-11T20:48:43.103Z,2020-10-11T20:48:44.021Z,6.693681001663208,2020-10-11T20:48:43.057Z
2020-10-11T20:48:50.876Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489144.0,5000,10,,,,,,,,,,,,,,2020-10-11T20:48:56.229Z,2020-10-11T20:48:56.234Z,,,,,2020-10-11T20:48:56.234Z,2020-10-11T20:48:56.329Z,2020-10-11T20:48:56.414Z,2020-10-11T20:48:57.263Z,6.732352018356323,2020-10-11T20:48:56.367Z
2020-10-11T20:49:04.243Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489140.0,5000,20,,,,,,,,,,,,,,2020-10-11T20:49:09.702Z,2020-10-11T20:49:09.707Z,,,,,2020-10-11T20:49:09.707Z,2020-10-11T20:49:09.800Z,2020-10-11T20:49:09.884Z,2020-10-11T20:49:10.813Z,6.842100977897644,2020-10-11T20:49:09.837Z
2020-10-11T20:49:24.603Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489140.0,10000,1,,,,,,,,,,,,,,2020-10-11T20:49:29.603Z,2020-10-11T20:49:29.608Z,,,,,2020-10-11T20:49:29.608Z,2020-10-11T20:49:29.703Z,2020-10-11T20:49:29.785Z,2020-10-11T20:49:30.670Z,13.593029022216797,2020-10-11T20:49:29.739Z
2020-10-11T20:49:44.107Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489143.0,10000,10,,,,,,,,,,,,,,2020-10-11T20:49:49.441Z,2020-10-11T20:49:49.445Z,,,,,2020-10-11T20:49:49.445Z,2020-10-11T20:49:49.545Z,2020-10-11T20:49:49.634Z,2020-10-11T20:49:50.614Z,13.226286888122559,2020-10-11T20:49:49.585Z
2020-10-11T20:50:04.209Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489141.0,10000,20,,,,,,,,,,,,,,2020-10-11T20:50:09.660Z,2020-10-11T20:50:09.664Z,,,,,2020-10-11T20:50:09.664Z,2020-10-11T20:50:09.753Z,2020-10-11T20:50:09.837Z,2020-10-11T20:50:10.647Z,13.372905969619751,2020-10-11T20:50:09.792Z
2020-10-11T20:50:31.216Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489145.0,15000,1,,,,,,,,,,,,,,2020-10-11T20:50:36.669Z,2020-10-11T20:50:36.674Z,,,,,2020-10-11T20:50:36.674Z,2020-10-11T20:50:36.763Z,2020-10-11T20:50:36.842Z,2020-10-11T20:50:37.681Z,20.281131982803345,2020-10-11T20:50:36.799Z
2020-10-11T20:50:58.199Z,"MacBookPro15,1",Version 10.15.7 (Build 19H2),original,sender,10489142.0,15000,10,,,,,,,,,,,,,,2020-10-11T20:51:03.199Z,2020-10-11T20:51:03.204Z,,,,,2020-10-11T20:51:03.204Z,2020-10-11T20:51:03.313Z,2020-10-11T20:51:03.408Z,2020-10-11T20:51:04.230Z,20.22627103328705,2020-10-11T20:51:03.352Z
