startTime,Model,OSVersion,Protocol,Role,PayloadSize,NumberOfContacts,NumberOfIDs,NumberOfContactsPeer,NumberOfIDsPeer,StartVerifying,Verified,StartCalculatingV,CalculatedV,StartIntersecting,Intersected,StartCalculatingZ,CalculatedZ,StartCalculatingPOK,CalculatedPOK,PSICompleted,ReceivedStartPSIRequest,SentStartPSIResponse,ReceivedFinishPSIRequest,SentFinishPSIResponse,ReceivedDiscoverRequest,SentDiscoverResponse,UploadFinished,precomputationDuration
2020-10-11T20:54:34.694Z,"iPhone12,3",14.0.0,original,receiver,10489142.0,15000,10,,,,,,,,,,,,,,,,,,2020-10-11T20:54:47.577Z,2020-10-11T20:54:47.580Z,2020-10-11T20:54:48.505Z,13.006904006004333
2020-10-11T20:55:01.905Z,"iPhone12,3",14.0.0,original,receiver,10489140.0,15000,20,,,,,,,,,,,,,,,,,,2020-10-11T20:55:14.703Z,2020-10-11T20:55:14.707Z,2020-10-11T20:55:15.654Z,13.085629940032959
2020-10-11T20:55:15.810Z,"iPhone12,3",14.0.0,original,receiver,10489137.0,100,1,,,,,,,,,,,,,,,,,,2020-10-11T20:55:21.394Z,2020-10-11T20:55:21.398Z,2020-10-11T20:55:22.280Z,0.08785295486450195
2020-10-11T20:55:22.399Z,"iPhone12,3",14.0.0,original,receiver,10489140.0,100,10,,,,,,,,,,,,,,,,,,2020-10-11T20:55:28.029Z,2020-10-11T20:55:28.032Z,2020-10-11T20:55:29.017Z,0.08749103546142578
2020-10-11T20:55:29.194Z,"iPhone12,3",14.0.0,original,receiver,10489142.0,100,20,,,,,,,,,,,,,,,,,,2020-10-11T20:55:34.808Z,2020-10-11T20:55:34.812Z,2020-10-11T20:55:35.800Z,0.0876239538192749
2020-10-11T20:55:36.751Z,"iPhone12,3",14.0.0,original,receiver,10489138.0,1000,1,,,,,,,,,,,,,,,,,,2020-10-11T20:55:42.760Z,2020-10-11T20:55:42.764Z,2020-10-11T20:55:43.706Z,0.8678950071334839
2020-10-11T20:55:44.645Z,"iPhone12,3",14.0.0,original,receiver,10489142.0,1000,10,,,,,,,,,,,,,,,,,,2020-10-11T20:55:50.462Z,2020-10-11T20:55:50.466Z,2020-10-11T20:55:51.549Z,0.8688451051712036
2020-10-11T20:55:52.494Z,"iPhone12,3",14.0.0,original,receiver,10489142.0,1000,20,,,,,,,,,,,,,,,,,,2020-10-11T20:55:58.539Z,2020-10-11T20:55:58.541Z,2020-10-11T20:55:59.441Z,0.8716199398040771
2020-10-11T20:56:03.886Z,"iPhone12,3",14.0.0,original,receiver,10489143.0,5000,1,,,,,,,,,,,,,,,,,,2020-10-11T20:56:11.754Z,2020-10-11T20:56:11.758Z,2020-10-11T20:56:12.684Z,4.347440004348755
2020-10-11T20:56:17.128Z,"iPhone12,3",14.0.0,original,receiver,10489143.0,5000,10,,,,,,,,,,,,,,,,,,2020-10-11T20:56:25.061Z,2020-10-11T20:56:25.065Z,2020-10-11T20:56:25.986Z,4.326478004455566
